id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1518261468973522946,1517848944860012545,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1158412190077992961,gvangfoto,📷❤ช่างภาพมือสมัครใจ❤📷,,@Shadowmo4 ไม่แปลกครับ คดีนั้นยังไม่เคลียร์ครับ,th,[],[],[],0,0,0,[],[],https://twitter.com/Gvangfoto/status/1518261468973522946,False,,0,,City,,,,,,"[{'screen_name': 'Shadowmo4', 'name': 'Shadowmo', 'id': '1498343983105601536'}]",,,,
1518261468872859648,1518261468872859648,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,278977588,bangkokdavie,Bangkok Davie,,"Unidentified foreign man found dead in rental room in Central Pattaya yesterday evening, cause under investigation  https://t.co/V3gkBUtQrA",en,[],['https://tinyurl.com/dbw9jz98'],[],0,0,0,[],[],https://twitter.com/bangkokdavie/status/1518261468872859648,False,,0,,City,,,,,,[],,,,
1518261468793167873,1518256758438830080,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1296071275161333760,martautamiii,Marta Utami,,@chitaglorya__ Kak chita sahur on the road yukkk 🤭🤭,in,[],[],[],0,0,0,[],[],https://twitter.com/MartaUtamiii/status/1518261468793167873,False,,0,,City,,,,,,"[{'screen_name': 'chitaglorya__', 'name': 'chita glorya🍒', 'id': '1449414811436023812'}]",,,,
1518261468650610688,1518220668243873792,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1517200479381426178,sumitkumar17_,Sumit Kumar,,"@velvetXKarina 🙈toh aap Q tension lehrai...pehle seh😅mere liye chinta horahi hai kiya🤣. Tweet karne seh kuch nahi hoga agar kam bache tweet karengeh toh, obviously. Crore of students giving board, then if we 100 tweet, will be ntng infront of them, I knew it. U study na..am also studying🤣",en,[],[],[],0,0,0,[],[],https://twitter.com/Sumitkumar17_/status/1518261468650610688,False,,0,,City,,,,,,"[{'screen_name': 'velvetXKarina', 'name': '𝖲𝗇𝖾𝗁𝖺♡︎!', 'id': '1516325910097584129'}]",,,,
1518261468357361664,1518228204632555521,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1300394900748341251,itsashifdhanush,𝕂𝕠𝕜𝕜𝕚 𝕜𝕦𝕞𝕒𝕣 @ 𝔸𝕤𝕙𝕚𝕗 シ,,@guruD95 @dhanushkraja Yow 😑  #Naanevaruven #Vaathi @dhanushkraja,und,"[{'screen_name': 'dhanushkraja', 'name': 'dhanush', 'id': '152251488'}]",[],[],0,0,0,"['naanevaruven', 'vaathi']",[],https://twitter.com/ItsAshifdhanush/status/1518261468357361664,False,,0,,City,,,,,,"[{'screen_name': 'guruD95', 'name': '『பிரபு』 父 வாத்தி 父', 'id': '893758359408590848'}, {'screen_name': 'dhanushkraja', 'name': 'Dhanush', 'id': '152251488'}]",,,,
1518261468306628608,1518261468306628608,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1404640414745849860,chibabanhtrang,ChiBaBanhTrang,,"Trời trời , tui khoái tấm này nha. Cưng vậy trời #QuangHùngMasterD #STANWORLD  https://t.co/GCdstp12cm",vi,[],[],['https://pbs.twimg.com/media/FRHywWoUYAEpm2G.jpg'],0,0,0,"['quanghùngmasterd', 'stanworld']",[],https://twitter.com/ChiBaBanhTrang/status/1518261468306628608,False,https://twitter.com/dd_masterd/status/1518260310884622336,1,https://pbs.twimg.com/media/FRHywWoUYAEpm2G.jpg,City,,,,,,[],,,,
1518261468294107142,1518260952612937735,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,1498563661161324547,luckykrer,Dhoni Fan,,@ViCustomerCare 20th #ViFanOfTheMatch,und,[],[],[],0,0,0,['vifanofthematch'],[],https://twitter.com/LuckykrEr/status/1518261468294107142,False,,0,,City,,,,,,"[{'screen_name': 'ViCustomerCare', 'name': 'Vi Customer Care', 'id': '1287644632449343488'}]",,,,
1518261468072128518,1517503497742204929,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,544922569,ella_rizka,Ella Rizka Sitepu,,@LazadaID A #KasihHatiAja #RamadanBersamaLazada #YakinDariHati #LazadaID  A #KasihHatiAja #RamadanBersamaLazada #YakinDariHati #LazadaID  A #KasihHatiAja #RamadanBersamaLazada #YakinDariHati #LazadaID   A #KasihHatiAja #RamadanBersamaLazada #YakinDariHati #LazadaID,hu,[],[],[],0,0,0,"['kasihhatiaja', 'ramadanbersamalazada', 'yakindarihati', 'lazadaid', 'kasihhatiaja', 'ramadanbersamalazada', 'yakindarihati', 'lazadaid', 'kasihhatiaja', 'ramadanbersamalazada', 'yakindarihati', 'lazadaid', 'kasihhatiaja', 'ramadanbersamalazada', 'yakindarihati', 'lazadaid']",[],https://twitter.com/ella_rizka/status/1518261468072128518,False,,0,,City,,,,,,"[{'screen_name': 'LazadaID', 'name': 'Lazada', 'id': '515203442'}]",,,,
1518261468063404032,1518260546142969856,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,373857784,gjoepaka,khairool azizul mohammad,,@brfootball @NBCSportsSoccer @getvideobot,und,[],[],[],0,0,0,[],[],https://twitter.com/gjoepaka/status/1518261468063404032,False,,0,,City,,,,,,"[{'screen_name': 'brfootball', 'name': 'B/R Football', 'id': '1561123663'}, {'screen_name': 'NBCSportsSoccer', 'name': 'NBC Sports Soccer', 'id': '518715968'}]",,,,
1518261468055375872,1518148839865483264,2022-04-24 19:11:56 ????????????? ????? (????),2022-04-24,19:11:56,+0300,941458748,rickykardjono,Ricky Kardjono 🇮🇩,,@HaRD56550865 🤣🤣🤣 ancur deh,in,[],[],[],0,0,0,[],[],https://twitter.com/RickyKardjono/status/1518261468055375872,False,,0,,City,,,,,,"[{'screen_name': 'HaRD56550865', 'name': 'HaRD', 'id': '1394189940120973312'}]",,,,
