id,label
3300,1
3301,0
3302,0
3303,1
3304,1
3305,1
3306,1
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,1
3317,0
3318,0
3319,0
3320,1
3321,0
3322,0
3323,0
3324,0
3325,0
3326,1
3327,0
3328,0
3329,1
3330,0
3331,1
3332,0
3333,1
3334,0
3335,0
3336,0
3337,1
3338,1
3339,0
3340,1
3341,1
3342,0
3343,1
3344,1
3345,0
3346,0
3347,0
3348,1
3349,0
3350,0
3351,0
3352,0
3353,0
3354,0
3355,1
3356,1
3357,0
3358,0
3359,0
3360,1
3361,0
3362,0
3363,0
3364,0
3365,0
3366,1
3367,1
3368,1
3369,1
3370,0
3371,0
3372,1
3373,0
3374,0
3375,1
3376,1
3377,0
3378,1
3379,1
3380,0
3381,0
3382,1
3383,0
3384,1
3385,0
3386,0
3387,0
3388,0
3389,0
3390,1
3391,1
3392,0
3393,0
3394,1
3395,0
3396,1
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,1
3404,0
3405,1
3406,0
3407,1
3408,0
3409,1
3410,1
3411,0
3412,1
3413,1
3414,0
3415,0
3416,1
3417,1
3418,0
3419,0
3420,0
3421,1
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,1
3429,0
3430,1
3431,1
3432,1
3433,1
3434,1
3435,0
3436,0
3437,1
3438,1
3439,0
3440,0
3441,1
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,1
3449,0
3450,0
3451,0
3452,0
3453,1
3454,0
3455,0
3456,1
3457,0
3458,0
3459,1
3460,1
3461,1
3462,0
3463,0
3464,1
3465,0
3466,0
3467,0
3468,1
3469,0
3470,0
3471,1
3472,0
3473,1
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,1
3481,1
3482,0
3483,0
3484,1
3485,0
3486,0
3487,1
3488,0
3489,1
3490,0
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,0
3498,0
3499,1
3500,0
3501,1
3502,1
3503,0
3504,1
3505,0
3506,1
3507,1
3508,1
3509,0
3510,1
3511,1
3512,0
3513,0
3514,1
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,1
3523,0
3524,0
3525,0
3526,1
3527,0
3528,0
3529,0
3530,1
3531,1
3532,0
3533,0
3534,0
3535,1
3536,1
3537,0
3538,0
3539,1
3540,0
3541,1
3542,0
3543,0
3544,0
3545,0
3546,1
3547,0
3548,1
3549,0
3550,0
3551,1
3552,0
3553,0
3554,0
3555,1
3556,0
3557,0
3558,0
3559,1
3560,0
3561,0
3562,1
3563,0
3564,1
3565,0
3566,1
3567,0
3568,1
3569,0
3570,0
3571,0
3572,0
3573,1
3574,1
3575,1
3576,0
3577,0
3578,1
3579,0
3580,0
3581,0
3582,0
3583,1
3584,0
3585,0
3586,0
3587,1
3588,1
3589,0
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,1
3597,0
3598,1
3599,1
3600,0
3601,0
3602,0
3603,1
3604,0
3605,0
3606,1
3607,0
3608,1
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,1
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,1
3626,1
3627,1
3628,0
3629,1
3630,0
3631,1
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,1
3644,0
3645,1
3646,0
3647,1
3648,1
3649,0
3650,0
3651,1
3652,0
3653,1
3654,0
3655,1
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,0
3664,1
3665,1
3666,0
3667,1
3668,1
3669,0
3670,1
3671,1
3672,1
3673,0
3674,0
3675,0
3676,1
3677,0
3678,0
3679,1
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,1
3689,0
3690,1
3691,0
3692,1
3693,0
3694,0
3695,1
3696,1
3697,0
3698,0
3699,0
3700,1
3701,0
3702,0
3703,1
3704,0
3705,1
3706,0
3707,1
3708,1
3709,0
3710,1
3711,1
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,1
3724,0
3725,0
3726,0
3727,0
3728,1
3729,0
3730,1
3731,0
3732,0
3733,0
3734,0
3735,1
3736,1
3737,0
3738,0
3739,0
3740,1
3741,0
3742,1
3743,0
3744,0
3745,1
3746,0
3747,1
3748,0
3749,0
3750,0
3751,1
3752,0
3753,0
3754,1
3755,1
3756,0
3757,0
3758,0
3759,1
3760,0
3761,1
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,1
3770,0
3771,1
3772,1
3773,1
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,1
3783,0
3784,0
3785,0
3786,0
3787,1
3788,1
3789,1
3790,1
3791,0
3792,1
3793,0
3794,1
3795,0
3796,1
3797,1
3798,0
3799,0
3800,1
3801,1
3802,1
3803,0
3804,1
3805,1
3806,1
3807,1
3808,0
3809,1
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,1
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,1
3824,1
3825,0
3826,0
3827,0
3828,0
3829,1
3830,1
3831,0
3832,1
3833,1
3834,0
3835,1
3836,1
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,1
3844,1
3845,0
3846,1
3847,0
3848,1
3849,1
3850,0
3851,1
3852,0
3853,0
3854,1
3855,1
3856,1
3857,0
3858,0
3859,0
3860,1
3861,0
3862,0
3863,0
3864,1
3865,1
3866,1
3867,0
3868,0
3869,1
3870,0
3871,1
3872,0
3873,1
3874,0
3875,0
3876,1
3877,0
3878,1
3879,0
3880,1
3881,1
3882,0
3883,0
3884,0
3885,1
3886,0
3887,1
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,1
3895,0
3896,1
3897,1
3898,0
3899,0
3900,0
3901,1
3902,0
3903,0
3904,0
3905,1
3906,0
3907,0
3908,0
3909,1
3910,0
3911,0
3912,1
3913,0
3914,1
3915,0
3916,1
3917,1
3918,0
3919,1
3920,0
3921,0
3922,1
3923,0
3924,1
3925,0
3926,0
3927,1
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,1
3935,0
3936,0
3937,1
3938,1
3939,1
3940,0
3941,1
3942,0
3943,1
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,1
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
