id,label
3300,1
3301,0
3302,0
3303,1
3304,1
3305,0
3306,1
3307,0
3308,0
3309,0
3310,0
3311,1
3312,1
3313,1
3314,0
3315,1
3316,0
3317,0
3318,0
3319,0
3320,0
3321,1
3322,0
3323,0
3324,0
3325,0
3326,1
3327,0
3328,0
3329,0
3330,0
3331,0
3332,1
3333,0
3334,1
3335,0
3336,1
3337,1
3338,0
3339,0
3340,1
3341,0
3342,1
3343,1
3344,0
3345,1
3346,0
3347,0
3348,0
3349,1
3350,0
3351,0
3352,0
3353,1
3354,0
3355,0
3356,1
3357,0
3358,0
3359,1
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,1
3369,1
3370,0
3371,0
3372,1
3373,0
3374,0
3375,0
3376,0
3377,1
3378,0
3379,1
3380,0
3381,0
3382,0
3383,0
3384,1
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,1
3395,1
3396,0
3397,0
3398,1
3399,0
3400,1
3401,0
3402,0
3403,0
3404,0
3405,1
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,1
3418,0
3419,0
3420,0
3421,1
3422,1
3423,0
3424,0
3425,0
3426,0
3427,1
3428,1
3429,0
3430,0
3431,0
3432,0
3433,1
3434,0
3435,1
3436,1
3437,0
3438,1
3439,0
3440,0
3441,1
3442,0
3443,0
3444,1
3445,0
3446,0
3447,1
3448,0
3449,0
3450,1
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,1
3464,0
3465,1
3466,0
3467,0
3468,0
3469,1
3470,1
3471,0
3472,1
3473,0
3474,0
3475,0
3476,1
3477,0
3478,1
3479,0
3480,0
3481,0
3482,0
3483,1
3484,1
3485,0
3486,1
3487,1
3488,0
3489,1
3490,1
3491,1
3492,1
3493,0
3494,0
3495,1
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,1
3504,0
3505,1
3506,0
3507,1
3508,0
3509,0
3510,0
3511,0
3512,1
3513,0
3514,0
3515,1
3516,0
3517,1
3518,0
3519,1
3520,0
3521,0
3522,0
3523,1
3524,0
3525,0
3526,0
3527,0
3528,0
3529,1
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,1
3546,1
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,0
3554,0
3555,0
3556,1
3557,1
3558,0
3559,0
3560,0
3561,1
3562,0
3563,0
3564,0
3565,0
3566,0
3567,1
3568,0
3569,0
3570,1
3571,1
3572,0
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,1
3584,0
3585,0
3586,0
3587,0
3588,0
3589,1
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,1
3599,0
3600,1
3601,0
3602,1
3603,0
3604,0
3605,0
3606,0
3607,1
3608,1
3609,0
3610,0
3611,0
3612,1
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,1
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,1
3627,0
3628,0
3629,1
3630,1
3631,1
3632,0
3633,1
3634,0
3635,0
3636,1
3637,1
3638,0
3639,1
3640,1
3641,0
3642,0
3643,0
3644,0
3645,1
3646,0
3647,1
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,1
3655,1
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,1
3664,0
3665,0
3666,0
3667,1
3668,0
3669,1
3670,1
3671,1
3672,0
3673,0
3674,0
3675,0
3676,1
3677,0
3678,0
3679,0
3680,1
3681,1
3682,0
3683,0
3684,0
3685,0
3686,0
3687,1
3688,1
3689,0
3690,0
3691,0
3692,0
3693,1
3694,1
3695,0
3696,0
3697,1
3698,0
3699,0
3700,0
3701,0
3702,0
3703,1
3704,0
3705,0
3706,1
3707,0
3708,0
3709,0
3710,0
3711,0
3712,1
3713,0
3714,0
3715,1
3716,1
3717,0
3718,1
3719,0
3720,0
3721,1
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,1
3734,1
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,0
3742,1
3743,0
3744,0
3745,0
3746,0
3747,0
3748,1
3749,1
3750,1
3751,0
3752,0
3753,0
3754,1
3755,0
3756,1
3757,0
3758,0
3759,1
3760,0
3761,1
3762,0
3763,0
3764,1
3765,0
3766,0
3767,0
3768,1
3769,0
3770,0
3771,0
3772,1
3773,1
3774,1
3775,0
3776,0
3777,0
3778,1
3779,0
3780,0
3781,0
3782,0
3783,1
3784,0
3785,1
3786,0
3787,0
3788,0
3789,1
3790,0
3791,0
3792,1
3793,0
3794,1
3795,0
3796,0
3797,0
3798,1
3799,0
3800,0
3801,1
3802,0
3803,0
3804,0
3805,1
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,0
3824,1
3825,1
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,1
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,0
3851,0
3852,1
3853,1
3854,0
3855,0
3856,0
3857,0
3858,1
3859,1
3860,0
3861,0
3862,0
3863,0
3864,1
3865,1
3866,0
3867,0
3868,1
3869,0
3870,1
3871,0
3872,1
3873,0
3874,0
3875,0
3876,1
3877,0
3878,1
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,1
3887,1
3888,1
3889,0
3890,0
3891,1
3892,0
3893,1
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,1
3908,1
3909,1
3910,0
3911,1
3912,1
3913,0
3914,0
3915,0
3916,0
3917,0
3918,1
3919,1
3920,0
3921,1
3922,1
3923,0
3924,1
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,1
3940,1
3941,0
3942,1
3943,0
3944,0
3945,0
3946,0
3947,1
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,1
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
